Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Topic)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Duration Seconds)	CF (Start Time)	Event Type
103	All Data	63be755739c81b267bfbcc9328e7d2ca	Stu_0d76cd1c0e0a535ff281404f3582a406	0	2015-12-09 22:55:15	America/New_York	33	ATTEMPT				Loops_do_while	jDowhile2	1	2015-12-09 22:54:42	jDowhile2	1	1	CORRECT								DoStatement		ExpressionStatement		GreaterEqualExpression		IntDataType		PostDecrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC19			CS401Fall20152	16.21	1449701731	
104	All Data	9595d8bdf5fa9baccd146459d9789487	Stu_0d76cd1c0e0a535ff281404f3582a406	0	2015-12-09 22:55:36	America/New_York	21	ATTEMPT				Loops_do_while	jDowhile3	1	2015-12-09 22:55:15	jDowhile3	1	1	CORRECT								AddAssignmentExpression		DoStatement		GreaterExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		StatementBlock		SubtractExpression		VariableInitializationStatement																																																																																				Single-KC		KC4			CS401Fall20152	45.53	1449701782	
105	All Data	ddba7b1623effcae0107318f52c913f4	Stu_0d76cd1c0e0a535ff281404f3582a406	0	2015-12-09 22:56:25	America/New_York	49	ATTEMPT				Loops_do_while	jDowhile6	1	2015-12-09 22:55:36	jDowhile6	1	0	INCORRECT								AddAssignmentExpression		DoStatement		ExpressionStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StatementBlock		SubtractExpression		VariableInitializationStatement																																																																																Single-KC		KC62			CS401Fall20152	59.83	1449701845	
106	All Data	2e9386066c12cfc491b48df59fc63ccd	Stu_0d76cd1c0e0a535ff281404f3582a406	0	2015-12-09 22:57:29	America/New_York	64	ATTEMPT				Loops_do_while	jDowhile6	1	2015-12-09 22:55:36	jDowhile6	2	1	CORRECT								AddAssignmentExpression		DoStatement		ExpressionStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StatementBlock		SubtractExpression		VariableInitializationStatement																																																																																Single-KC		KC62			CS401Fall20152	65.33	1449701914	
107	All Data	58498c97617770f17ac71b24c6afc56f	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:27:35	America/New_York	0	ATTEMPT				Objects	jObjects1	1	2015-12-10 02:27:35	jObjects1	1	0	INCORRECT								ActualMethodParameter		ConstructorCall		ImportStatement		JavaStandardLibraryClass		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		SimpleAssignmentExpression		java.lang.System.out.print																																																																																				Single-KC		KC1			CS401Fall20152	25.08	1449714480	
108	All Data	aa4cd84942da980fec0ad4d9999857d1	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:28:31	America/New_York	56	ATTEMPT				Objects	jObjects1	1	2015-12-10 02:27:35	jObjects1	2	1	CORRECT								ActualMethodParameter		ConstructorCall		ImportStatement		JavaStandardLibraryClass		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		SimpleAssignmentExpression		java.lang.System.out.print																																																																																				Single-KC		KC1			CS401Fall20152	5.78	1449714517	
109	All Data	54b4da9bb80202da93f411638c3c5409	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:28:43	America/New_York	12	ATTEMPT				Objects	jObjects2	1	2015-12-10 02:28:31	jObjects2	1	0	INCORRECT								ActualMethodParameter		ConstructorCall		DoubleDataType		ImportStatement		JavaStandardLibraryClass		MultiplyExpression		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																												Single-KC		KC84			CS401Fall20152	39.33	1449714562	
110	All Data	57bf55ba2b9e4e98a797614011678c1a	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:29:24	America/New_York	41	ATTEMPT				Objects	jObjects2	1	2015-12-10 02:28:31	jObjects2	2	1	CORRECT								ActualMethodParameter		ConstructorCall		DoubleDataType		ImportStatement		JavaStandardLibraryClass		MultiplyExpression		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																												Single-KC		KC84			CS401Fall20152	8.61	1449714573	
111	All Data	e902bb11ff69be0c123ac7dc3ccf7a99	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:37:07	America/New_York	463	ATTEMPT				Classes	jClass1	1	2015-12-10 02:29:24	jClass1	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																										Single-KC		KC55			CS401Fall20152	10.41	1449715037	
112	All Data	965f366103f7266c6c47a30b25ac4b81	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:37:25	America/New_York	18	ATTEMPT				Classes	jBankAccount	1	2015-12-10 02:37:07	jBankAccount	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																										Single-KC		KC94			CS401Fall20152	19.57	1449715065	
113	All Data	7c60d69e4f0dac201565557d1de6c4ca	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:38:03	America/New_York	38	ATTEMPT				Classes	jBa_ques	1	2015-12-10 02:37:25	jBa_ques	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		MultiplyExpression		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																								Single-KC		KC5			CS401Fall20152	34.28	1449715117	
114	All Data	7c349fabdc3b36c805fb1348e830494b	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:38:48	America/New_York	45	ATTEMPT				Classes	jClasses4	1	2015-12-10 02:38:03	jClasses4	1	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		DoubleDataType		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PrivateAccessSpecifier		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		SubtractExpression		VariableInitializationStatement		VoidDataType																																																										Single-KC		KC10			CS401Fall20152	44.85	1449715173	
115	All Data	a4ca3e67f3763bf797a754ad97bb2e6e	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:40:04	America/New_York	76	ATTEMPT				Classes	jClasses_Getter	1	2015-12-10 02:38:48	jClasses_Getter	1	0	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		InstanceFieldInitializationStatement		IntDataType		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		VoidDataType																																																												Single-KC		KC39			CS401Fall20152	26.6	1449715231	
116	All Data	75f313feba791f97a332d631dfa2448c	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:40:44	America/New_York	40	ATTEMPT				Classes	jClasses_Getter	1	2015-12-10 02:38:48	jClasses_Getter	2	1	CORRECT								ActualMethodParameter		AddExpression		ClassDefinition		ConstructorCall		ConstructorDefinition		ExpressionStatement		FormalMethodParameter		InstanceField		InstanceFieldDefinitionStatement		InstanceFieldInitializationStatement		IntDataType		MethodDefinition		ObjectCreationStatement		ObjectMethodInvocation		ObjectVariable		PublicAccessSpecifier		ReturnStatement		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		VoidDataType																																																												Single-KC		KC39			CS401Fall20152	11.99	1449715256	
117	All Data	73d6ef11335e4f239aede6a7fa4100c9	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:48:48	America/New_York	484	ATTEMPT				Two-dimensional_Arrays	j2D_Arrays1	1	2015-12-10 02:40:44	j2D_Arrays1	1	0	INCORRECT								AddExpression		ArrayElement		ArrayInitializationStatement		ArrayInitializer		ArrayVariable		IntDataType		MultiDimensionalArrayDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																		Single-KC		KC88			CS401Fall20152	18.58	1449715747	
118	All Data	8264f98435e0089fdfa604b555027ea7	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:49:10	America/New_York	22	ATTEMPT				Two-dimensional_Arrays	j2D_Arrays1	1	2015-12-10 02:40:44	j2D_Arrays1	2	0	INCORRECT								AddExpression		ArrayElement		ArrayInitializationStatement		ArrayInitializer		ArrayVariable		IntDataType		MultiDimensionalArrayDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																		Single-KC		KC88			CS401Fall20152	18.97	1449715769	
119	All Data	24dcc6f599bf2b8b0c38d733f0f93ef3	Stu_0d76cd1c0e0a535ff281404f3582a406	2	2015-12-10 02:49:38	America/New_York	28	ATTEMPT				Two-dimensional_Arrays	j2D_Arrays1	1	2015-12-10 02:40:44	j2D_Arrays1	3	1	CORRECT								AddExpression		ArrayElement		ArrayInitializationStatement		ArrayInitializer		ArrayVariable		IntDataType		MultiDimensionalArrayDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																		Single-KC		KC88			CS401Fall20152	8.75	1449715787	
120	All Data	01026054305a3e821e4677167710b7e8	Stu_107a9998f7b983c681a032f9f2b1e616	0	2015-09-10 13:05:25	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-09-10 13:05:25	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC93			CS401Fall20152	25.95	1441890351	
121	All Data	35cf3a8053727d43856b5c55e93fcc4c	Stu_107a9998f7b983c681a032f9f2b1e616	0	2015-09-10 13:06:20	America/New_York	55	ATTEMPT				Variables	jVariable1_rev	1	2015-09-10 13:05:25	jVariable1_rev	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20152	11.37	1441890391	
122	All Data	2981059bd6ad7107fbc9cb66d5d4a9b8	Stu_107a9998f7b983c681a032f9f2b1e616	0	2015-09-10 13:06:37	America/New_York	17	ATTEMPT				Variables	jVariables2	1	2015-09-10 13:06:20	jVariables2	1	1	CORRECT								AddExpression		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC38			CS401Fall20152	22.07	1441890419	
123	All Data	224838df31e5baae4a3e12bb0986775e	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:13:53	America/New_York	0	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-09-30 14:13:53	jUsingDouble	1	0	INCORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20152	14.37	1443622447	
124	All Data	2b7a951a1ed9ac6d19f50580cd373f7c	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:14:10	America/New_York	17	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-09-30 14:13:53	jUsingDouble	2	0	INCORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20152	6.66	1443622457	
125	All Data	d285022fe1030876d8c11f89668d1f69	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:14:20	America/New_York	10	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-09-30 14:13:53	jUsingDouble	3	1	CORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20152	7.38	1443622467	
126	All Data	1953919a54701ad782690d81cc94d50d	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:14:45	America/New_York	25	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-09-30 14:14:20	jusingFloat	1	0	INCORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20152	15.09	1443622500	
127	All Data	abce0832b777d613ea45e09a8c7cc9d7	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:15:07	America/New_York	22	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-09-30 14:14:20	jusingFloat	2	0	INCORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20152	8.52	1443622516	
128	All Data	74166caff1cba12ba146ad1870d71969	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:15:20	America/New_York	13	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-09-30 14:14:20	jusingFloat	3	1	CORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20152	11.91	1443622532	
129	All Data	3ee9b5654e409699d22a3fafaa7039be	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:20:12	America/New_York	292	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-09-30 14:15:20	jPostIncrement	1	0	INCORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC17			CS401Fall20152	12.05	1443622824	
130	All Data	3e3640013bf2912f7d89553618a0e90f	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:20:39	America/New_York	27	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-09-30 14:15:20	jPostIncrement	2	1	CORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC17			CS401Fall20152	17.85	1443622857	
131	All Data	d3319a4392cb106c1933438d20bd59a2	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:21:07	America/New_York	28	ATTEMPT				Arithmetic_Operations	jCompoundAssignment_mult	1	2015-09-30 14:20:39	jCompoundAssignment_mult	1	0	INCORRECT								IntDataType		MultiplyAssignmentExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC27			CS401Fall20152	11.01	1443622878	
132	All Data	f8690d5c9fb893630344a301fe589b9b	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:21:20	America/New_York	13	ATTEMPT				Arithmetic_Operations	jCompoundAssignment_mult	1	2015-09-30 14:20:39	jCompoundAssignment_mult	2	1	CORRECT								IntDataType		MultiplyAssignmentExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC27			CS401Fall20152	4.71	1443622885	
133	All Data	3c241ce953e3a2b1a4c9a776f6ee9660	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:21:31	America/New_York	11	ATTEMPT				Arithmetic_Operations	jPostDecrement	1	2015-09-30 14:21:20	jPostDecrement	1	1	CORRECT								IntDataType		PostDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC71			CS401Fall20152	16.3	1443622907	
134	All Data	6c7f89c695faf820408bd57857133f7f	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:21:53	America/New_York	22	ATTEMPT				Arithmetic_Operations	jPreDecrement	1	2015-09-30 14:21:31	jPreDecrement	1	1	CORRECT								IntDataType		PreDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC33			CS401Fall20152	6.18	1443622919	
135	All Data	0200f8c865093112a5da4429ba33a95e	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:40:33	America/New_York	0	ATTEMPT				Variables	jVariables3	1	2015-09-30 14:40:33	jVariables3	1	1	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC24			CS401Fall20152	19.3	1443624052	
136	All Data	7094d1c33cf1738028c198f10f216592	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:40:58	America/New_York	25	ATTEMPT				Variables	jVariable4_rev	1	2015-09-30 14:40:33	jVariable4_rev	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		java.lang.System.out.print																																																																																														Single-KC		KC50			CS401Fall20152	13.18	1443624071	
137	All Data	78a90a1e596d6cf9106c776b91dfccc4	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:41:21	America/New_York	23	ATTEMPT				Variables	jprintlnTest	1	2015-09-30 14:40:58	jprintlnTest	1	0	INCORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	9.27	1443624090	
138	All Data	7a002b1ba03427ff5261b1018013f3bf	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:41:36	America/New_York	15	ATTEMPT				Variables	jprintlnTest	1	2015-09-30 14:40:58	jprintlnTest	2	0	INCORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	8.01	1443624104	
139	All Data	93236a458a92c305f916ee63989873f4	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:41:46	America/New_York	10	ATTEMPT				Variables	jprintlnTest	1	2015-09-30 14:40:58	jprintlnTest	3	1	CORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	4.93	1443624111	
140	All Data	a6dbd318fe06b77babeb9bdd49114b98	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:41:57	America/New_York	11	ATTEMPT				Variables	jVariables5	1	2015-09-30 14:41:46	jVariables5	1	1	CORRECT								SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																										Single-KC		KC98			CS401Fall20152	11.71	1443624129	
141	All Data	60b9af64d484db63031257b0b40f4d05	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 14:45:12	America/New_York	195	ATTEMPT				Constants	jConstants2	1	2015-09-30 14:41:57	jConstants2	1	1	CORRECT								Constant		ConstantInitializationStatement		DoubleDataType		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC16			CS401Fall20152	17.94	1443624330	
142	All Data	12f9c0586196bf693f3a4506a3b58b97	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:40:03	America/New_York	0	ATTEMPT				Arithmetic_Operations	jVariable1	1	2015-09-30 15:40:03	jVariable1	1	0	INCORRECT								AddAssignmentExpression		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC21			CS401Fall20152	19.4	1443627622	
143	All Data	1ec68cd7025426552e8753ceb7c0644a	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:40:35	America/New_York	32	ATTEMPT				Arithmetic_Operations	jVariable1	1	2015-09-30 15:40:03	jVariable1	2	1	CORRECT								AddAssignmentExpression		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC21			CS401Fall20152	7.3	1443627642	
144	All Data	7284b2add99ad713e0e0dc0d28d81e80	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:40:54	America/New_York	19	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-09-30 15:40:35	jOperator1	1	1	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC41			CS401Fall20152	13.01	1443627667	
145	All Data	c59147630153ce102daf7999171218e9	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:41:25	America/New_York	31	ATTEMPT				Arithmetic_Operations	jIncrement	1	2015-09-30 15:40:54	jIncrement	1	1	CORRECT								IntDataType		PreIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC57			CS401Fall20152	3.26	1443627688	
146	All Data	f9afd3ac52bc5c745166414950ec593f	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:41:36	America/New_York	11	ATTEMPT				Primitive_Data_Types	jDouble1	1	2015-09-30 15:41:25	jDouble1	1	1	CORRECT								AddExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																								Single-KC		KC78			CS401Fall20152	57.65	1443627754	
147	All Data	f968aa554cd7f5eed69af59a799c8556	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:46:17	America/New_York	281	ATTEMPT				Arithmetic_Operations	jMathFuc1	1	2015-09-30 15:41:36	jMathFuc1	1	0	INCORRECT								AddExpression		DoubleDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.sqrt																																																																																										Single-KC		KC64			CS401Fall20152	21.96	1443627999	
148	All Data	b8dda11061adc3977d8caf632087e21f	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:46:43	America/New_York	26	ATTEMPT				Arithmetic_Operations	jMathFuc1	1	2015-09-30 15:41:36	jMathFuc1	2	1	CORRECT								AddExpression		DoubleDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.sqrt																																																																																										Single-KC		KC64			CS401Fall20152	10.23	1443628013	
149	All Data	8a381d3c608c8427b1896c3cdf16a565	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:47:38	America/New_York	55	ATTEMPT				Arithmetic_Operations	jMathFuc2	1	2015-09-30 15:46:43	jMathFuc2	1	1	CORRECT								ExplicitTypeCasting		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.pow																																																																																								Single-KC		KC65			CS401Fall20152	23.37	1443628081	
150	All Data	ae143bd484f3548d4ef18287d423c5f1	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:48:08	America/New_York	30	ATTEMPT				Primitive_Data_Types	jInt_Long	1	2015-09-30 15:47:38	jInt_Long	1	1	CORRECT								DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.round																																																																																								Single-KC		KC58			CS401Fall20152	8.59	1443628097	
151	All Data	2e0a0df88ffba756ae5cad58a7ddea5f	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:48:22	America/New_York	14	ATTEMPT				Arithmetic_Operations	jMathAbs	1	2015-09-30 15:48:08	jMathAbs	1	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.abs																																																																																														Single-KC		KC42			CS401Fall20152	13.41	1443628115	
152	All Data	1b3be6b6c600ab2e9c3f8a494d184539	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:48:41	America/New_York	19	ATTEMPT				Arithmetic_Operations	jMathCeil	1	2015-09-30 15:48:22	jMathCeil	1	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.ceil																																																																																														Single-KC		KC96			CS401Fall20152	26.55	1443628148	
153	All Data	6f968c1883dde2a4fab6e8466174993c	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:49:14	America/New_York	33	ATTEMPT				Constants	jConstants3	1	2015-09-30 15:48:41	jConstants3	1	1	CORRECT								AddExpression		ConstantInvocation		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math																																																																																						Single-KC		KC43			CS401Fall20152	65.21	1443628219	
154	All Data	91ed06c26c98b7f8194b57493d28db57	Stu_107a9998f7b983c681a032f9f2b1e616	1	2015-09-30 15:50:25	America/New_York	71	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-09-30 15:49:14	jDivision	1	1	CORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			CS401Fall20152	194.91	1443628420	
155	All Data	d78fedb595b8502f87302b3faeed52c7	Stu_107a9998f7b983c681a032f9f2b1e616	4	2015-10-04 23:16:33	America/New_York	0	ATTEMPT				Strings	jString1	1	2015-10-04 23:16:33	jString1	1	0	INCORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC95			CS401Fall20152	18.38	1444000611	
