Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Topic)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Duration Seconds)	CF (Start Time)	Event Type
171	All Data	104b736ba3d6b0bbe80fddb113c4ac00	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 01:59:32	America/New_York	0	ATTEMPT				Arithmetic_Operations	jCompoundAssignment_mult	1	2015-01-16 01:59:32	jCompoundAssignment_mult	1	1	CORRECT								IntDataType		MultiplyAssignmentExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC26			IS17Spring2015	11.02	1421373583	
172	All Data	9ea276d35e4a2dd62c72a16627658b55	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 01:59:48	America/New_York	16	ATTEMPT				Arithmetic_Operations	jVariable1	1	2015-01-16 01:59:32	jVariable1	1	1	CORRECT								AddAssignmentExpression		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC20			IS17Spring2015	14.41	1421373602	
173	All Data	7be23133fcdbd8887063770357913739	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:07:39	America/New_York	471	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-01-16 01:59:48	jOperator1	1	0	INCORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	25.87	1421374085	
174	All Data	d65d6af61a8938998433b88ef26136cb	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:08:30	America/New_York	51	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-01-16 01:59:48	jOperator1	2	0	INCORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	18.59	1421374129	
175	All Data	e1feda43880681d1caaee0863c6564f0	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:11:00	America/New_York	150	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-01-16 01:59:48	jOperator1	3	0	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	8.48	1421374268	
176	All Data	eed2bc6f07703b9b89df9671be70d301	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:13:22	America/New_York	142	ATTEMPT				Arithmetic_Operations	jIncrement	1	2015-01-16 02:11:00	jIncrement	1	1	CORRECT								IntDataType		PreIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC56			IS17Spring2015	8.27	1421374410	
177	All Data	b2289cd061812919b24fec37a4b43e32	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:14:02	America/New_York	40	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-01-16 02:13:22	jPostIncrement	1	0	INCORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC16			IS17Spring2015	7.89	1421374450	
178	All Data	f008f63247f3b61d21e2425c7b1af85a	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:16:37	America/New_York	155	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-01-16 02:13:22	jPostIncrement	2	1	CORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC16			IS17Spring2015	6.94	1421374604	
179	All Data	f4942cef5ad8c282923e5e4101dbfbb6	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:16:52	America/New_York	15	ATTEMPT				Arithmetic_Operations	jPostDecrement	1	2015-01-16 02:16:37	jPostDecrement	1	0	INCORRECT								IntDataType		PostDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC70			IS17Spring2015	5.8	1421374618	
180	All Data	26978e4cdc16c27ca4d2a362aa6a275e	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:17:26	America/New_York	34	ATTEMPT				Arithmetic_Operations	jPostDecrement	1	2015-01-16 02:16:37	jPostDecrement	2	1	CORRECT								IntDataType		PostDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC70			IS17Spring2015	4.08	1421374650	
181	All Data	0569adc05b088fd703d459f6bd8d9d46	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:17:35	America/New_York	9	ATTEMPT				Arithmetic_Operations	jPreDecrement	1	2015-01-16 02:17:26	jPreDecrement	1	1	CORRECT								IntDataType		PreDecrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC32			IS17Spring2015	8.67	1421374664	
182	All Data	eaded73fdcaab20d36e9778452eb6bb3	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:17:49	America/New_York	14	ATTEMPT				Primitive_Data_Types	jDouble1	1	2015-01-16 02:17:35	jDouble1	1	1	CORRECT								AddExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																								Single-KC		KC77			IS17Spring2015	12.72	1421374682	
183	All Data	446ac2233d3ec179d2f88da9b991c095	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:18:43	America/New_York	54	ATTEMPT				Arithmetic_Operations	jMathFuc1	1	2015-01-16 02:17:49	jMathFuc1	1	0	INCORRECT								AddExpression		DoubleDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.sqrt																																																																																										Single-KC		KC63			IS17Spring2015	34.02	1421374757	
184	All Data	eab5c5d026913b9d4cf51a2f2f0ee45a	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:19:24	America/New_York	41	ATTEMPT				Arithmetic_Operations	jMathFuc1	1	2015-01-16 02:17:49	jMathFuc1	2	1	CORRECT								AddExpression		DoubleDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.sqrt																																																																																										Single-KC		KC63			IS17Spring2015	7.31	1421374771	
185	All Data	fc7feb81629a72eef6074ecae103e2f1	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:21:21	America/New_York	117	ATTEMPT				Arithmetic_Operations	jMathFuc2	1	2015-01-16 02:19:24	jMathFuc2	1	1	CORRECT								ExplicitTypeCasting		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.pow																																																																																								Single-KC		KC64			IS17Spring2015	10.11	1421374891	
186	All Data	dbfb7b28f5f3924432dc0f7b0820c04c	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:21:43	America/New_York	22	ATTEMPT				Primitive_Data_Types	jInt_Long	1	2015-01-16 02:21:21	jInt_Long	1	1	CORRECT								DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math.round																																																																																								Single-KC		KC57			IS17Spring2015	9.53	1421374913	
187	All Data	08a92ef51447d648fb4a17b90e498888	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:22:21	America/New_York	38	ATTEMPT				Arithmetic_Operations	jMathAbs	1	2015-01-16 02:21:43	jMathAbs	1	0	INCORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.abs																																																																																														Single-KC		KC41			IS17Spring2015	15.81	1421374957	
188	All Data	809878ad42722918d38cf6bab29afd32	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:22:40	America/New_York	19	ATTEMPT				Arithmetic_Operations	jMathAbs	1	2015-01-16 02:21:43	jMathAbs	2	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.abs																																																																																														Single-KC		KC41			IS17Spring2015	9.48	1421374969	
189	All Data	bcf0045ba05cc7567e11c2eb13333917	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:22:57	America/New_York	17	ATTEMPT				Arithmetic_Operations	jMathCeil	1	2015-01-16 02:22:40	jMathCeil	1	0	INCORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.ceil																																																																																														Single-KC		KC95			IS17Spring2015	33.09	1421375010	
190	All Data	f891e17223d511032816e8bb907d6f32	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:23:33	America/New_York	36	ATTEMPT				Arithmetic_Operations	jMathCeil	1	2015-01-16 02:22:40	jMathCeil	2	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SubtractExpression		java.lang.Math.ceil																																																																																														Single-KC		KC95			IS17Spring2015	15.98	1421375029	
191	All Data	37f9b0d799949daa0a3da710a32c31f2	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:24:09	America/New_York	36	ATTEMPT				Constants	jConstants3	1	2015-01-16 02:23:33	jConstants3	1	1	CORRECT								AddExpression		ConstantInvocation		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.Math																																																																																						Single-KC		KC42			IS17Spring2015	44.87	1421375094	
192	All Data	13a76359b071fbf15b9c7381fe7fe322	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:25:58	America/New_York	109	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-01-16 02:24:09	jDivision	1	0	INCORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			IS17Spring2015	71.64	1421375230	
193	All Data	b367e8eb3c53b6b806cf930198aab73a	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:27:16	America/New_York	78	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-01-16 02:24:09	jDivision	2	1	CORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			IS17Spring2015	20.09	1421375256	
194	All Data	0c7ac0d6303977555ddc650194db987e	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:32:13	America/New_York	297	ATTEMPT				Constants	jConstants2	1	2015-01-16 02:27:16	jConstants2	1	1	CORRECT								Constant		ConstantInitializationStatement		DoubleDataType		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC15			IS17Spring2015	25.41	1421375558	
195	All Data	3cd98763dde97e1092b0a15fe020770e	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:34:13	America/New_York	120	ATTEMPT				Strings	jString1	1	2015-01-16 02:32:13	jString1	1	0	INCORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC94			IS17Spring2015	25.55	1421375679	
196	All Data	50b0ecb1a4cd587663576981529df0e1	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:36:02	America/New_York	109	ATTEMPT				Strings	jString1	1	2015-01-16 02:32:13	jString1	2	1	CORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC94			IS17Spring2015	14.66	1421375777	
197	All Data	9897b1c277699a2c0490c51eefacba45	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:37:29	America/New_York	87	ATTEMPT				Strings	jString2	1	2015-01-16 02:36:02	jString2	1	1	CORRECT								IntDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.length		java.lang.System.out.print																																																																																Single-KC		KC62			IS17Spring2015	29.47	1421375878	
198	All Data	15835b4773e20448cb6c715234992606	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:38:34	America/New_York	65	ATTEMPT				Strings	jString3	1	2015-01-16 02:37:29	jString3	1	1	CORRECT								SimpleAssignmentExpression		StringAddition		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																								Single-KC		KC72			IS17Spring2015	10.62	1421375925	
199	All Data	8980e3005eacad65b99006d7fc0cd5dc	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:39:21	America/New_York	47	ATTEMPT				Strings	jString4	1	2015-01-16 02:38:34	jString4	1	1	CORRECT								ActualMethodParameter		CharDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.charAt		java.lang.System.out.print																																																																														Single-KC		KC84			IS17Spring2015	25.59	1421375987	
200	All Data	c3e4378da1e4d5413b27639d866faf1b	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:40:07	America/New_York	46	ATTEMPT				Strings	jString5	1	2015-01-16 02:39:21	jString5	1	1	CORRECT								ConstructorCall		IntDataType		ObjectCreationStatement		ObjectVariable		SimpleAssignmentExpression		SimpleVariable		StringAddition		StringDataType		StringInitializationStatement		StringVariable		VariableInitializationStatement		java.lang.System.out.print																																																																														Single-KC		KC71			IS17Spring2015	20.31	1421376027	
201	All Data	fdaa7d8d18ce1befb77959491b9d4323	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:40:45	America/New_York	38	ATTEMPT				Strings	jString6	1	2015-01-16 02:40:07	jString6	1	1	CORRECT								StringDataType		StringLiteral		StringLiteralMethodInvocation		java.lang.String.substring		java.lang.System.out.print																																																																																												Single-KC		KC11			IS17Spring2015	17.36	1421376062	
202	All Data	e48ba5798069b450d3f4e18390358473	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:41:44	America/New_York	59	ATTEMPT				Primitive_Data_Types	jString_to_Double	1	2015-01-16 02:40:45	jString_to_Double	1	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.Double.parseDouble																																																																																				Single-KC		KC76			IS17Spring2015	18.44	1421376122	
203	All Data	24a72d5d56010dffaa966e3b6bd58d56	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:42:19	America/New_York	35	ATTEMPT				Primitive_Data_Types	jString_to_Int	1	2015-01-16 02:41:44	jString_to_Int	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.Integer.parseInt																																																																																		Single-KC		KC27			IS17Spring2015	12.67	1421376152	
204	All Data	e30365b7d4c2b5e2542c4d72f6a06325	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:49:19	America/New_York	420	ATTEMPT				Strings	jStringEqual	1	2015-01-16 02:42:19	jStringEqual	1	0	INCORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringAddition		StringConstructorCall		StringCreationStatement		StringDataType		StringLiteral		StringVariable		java.lang.String.charAt		java.lang.String.equals		java.lang.String.equalsIgnoreCase																																																																																Single-KC		KC47			IS17Spring2015	50.34	1421376609	
205	All Data	ff9e74b51531a640bd97ba380e7976cf	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	1	2015-01-16 02:50:11	America/New_York	52	ATTEMPT				Strings	jStringEqual	1	2015-01-16 02:42:19	jStringEqual	2	1	CORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringAddition		StringConstructorCall		StringCreationStatement		StringDataType		StringLiteral		StringVariable		java.lang.String.charAt		java.lang.String.equals		java.lang.String.equalsIgnoreCase																																																																																Single-KC		KC47			IS17Spring2015	20.61	1421376632	
206	All Data	13a852e4dd6eed6be1dd9a7ea2a44aae	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:09:18	America/New_York	0	ATTEMPT				Arithmetic_Operations	jOperator1	2	2015-03-03 00:09:18	jOperator1	1	0	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	5.62	1425341364	
207	All Data	ceb5e24ef58ecd245dc22865d3ba82de	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:09:35	America/New_York	17	ATTEMPT				Arithmetic_Operations	jOperator1	2	2015-03-03 00:09:18	jOperator1	2	0	INCORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	4.41	1425341379	
208	All Data	78aebee231ecbaed74076cb8dfd14ca5	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:10:01	America/New_York	26	ATTEMPT				Arithmetic_Operations	jOperator1	2	2015-03-03 00:09:18	jOperator1	3	0	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	7.15	1425341408	
209	All Data	e6d358bdf8adb56a503593495f31ffbe	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:10:10	America/New_York	9	ATTEMPT				Arithmetic_Operations	jOperator1	2	2015-03-03 00:09:18	jOperator1	4	0	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	8.74	1425341419	
210	All Data	6fdbc7e4f7c7712e719bf528ee321402	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:10:31	America/New_York	21	ATTEMPT				Arithmetic_Operations	jOperator1	2	2015-03-03 00:09:18	jOperator1	5	1	INCORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC40			IS17Spring2015	9.66	1425341441	
211	All Data	3adecb1cafb41b0e8d4f90beb99ee29f	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:11:40	America/New_York	69	ATTEMPT				Boolean_Expressions	jBoolean_Var	1	2015-03-03 00:10:31	jBoolean_Var	1	0	INCORRECT								BooleanDataType		ExpressionStatement		False		GreaterExpression		IfStatement		SimpleAssignmentExpression		SimpleVariable		True		VariableInitializationStatement		java.lang.System.out.print																																																																																		Single-KC		KC29			IS17Spring2015	24.99	1425341525	
212	All Data	d4de42c45f84737fe55eeb35bcf4121c	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:12:10	America/New_York	30	ATTEMPT				Boolean_Expressions	jBoolean_Var	1	2015-03-03 00:10:31	jBoolean_Var	2	0	INCORRECT								BooleanDataType		ExpressionStatement		False		GreaterExpression		IfStatement		SimpleAssignmentExpression		SimpleVariable		True		VariableInitializationStatement		java.lang.System.out.print																																																																																		Single-KC		KC29			IS17Spring2015	9.51	1425341540	
213	All Data	f1334fda2112499b444425b0b4c250eb	Stu_23b670cc9feadd3a4d9bfbaf158c1c34	2	2015-03-03 00:17:31	America/New_York	321	ATTEMPT				Boolean_Expressions	jBoolean_Var	1	2015-03-03 00:10:31	jBoolean_Var	3	1	CORRECT								BooleanDataType		ExpressionStatement		False		GreaterExpression		IfStatement		SimpleAssignmentExpression		SimpleVariable		True		VariableInitializationStatement		java.lang.System.out.print																																																																																		Single-KC		KC29			IS17Spring2015	6.57	1425341858	
214	All Data	7897a8d9befabb8f6d2c3e5a9fac6467	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:28:40	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-01-27 22:28:40	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC92			IS17Spring2015	31.03	1422397751	
215	All Data	1af8d77478a3f5fac2933abe5367907f	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:29:28	America/New_York	48	ATTEMPT				Variables	jVariable1_rev	1	2015-01-27 22:28:40	jVariable1_rev	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC10			IS17Spring2015	7.42	1422397775	
216	All Data	112be065dd91e756260004c4d5307a5d	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:29:40	America/New_York	12	ATTEMPT				Variables	jVariables2	1	2015-01-27 22:29:28	jVariables2	1	1	CORRECT								AddExpression		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC37			IS17Spring2015	20.56	1422397801	
217	All Data	e594904a996e5cc0613c402cd2b8bfb4	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:30:26	America/New_York	46	ATTEMPT				Variables	jVariables3	1	2015-01-27 22:29:40	jVariables3	1	0	INCORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC23			IS17Spring2015	15.59	1422397842	
218	All Data	4dc96d08394bb808ad9b28cbd64d0650	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:30:44	America/New_York	18	ATTEMPT				Variables	jVariables3	1	2015-01-27 22:29:40	jVariables3	2	0	INCORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC23			IS17Spring2015	2.98	1422397847	
219	All Data	dd3770aed2334cfa47d4efad602f96b1	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:30:49	America/New_York	5	ATTEMPT				Variables	jVariables3	1	2015-01-27 22:29:40	jVariables3	3	1	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC23			IS17Spring2015	7.91	1422397857	
220	All Data	3123900b2dbe12cb1d1edeb937c586d5	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:31:06	America/New_York	17	ATTEMPT				Variables	jVariable4_rev	1	2015-01-27 22:30:49	jVariable4_rev	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		java.lang.System.out.print																																																																																														Single-KC		KC49			IS17Spring2015	23.25	1422397889	
221	All Data	5eca70d640727bfe813d69966c06e721	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:31:35	America/New_York	29	ATTEMPT				Variables	jprintlnTest	1	2015-01-27 22:31:06	jprintlnTest	1	0	INCORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC13			IS17Spring2015	8.34	1422397903	
222	All Data	10c05c9e7d541672eed793a7cb0105ab	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:31:48	America/New_York	13	ATTEMPT				Variables	jprintlnTest	1	2015-01-27 22:31:06	jprintlnTest	2	0	INCORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC13			IS17Spring2015	7.47	1422397915	
223	All Data	0722457e6f14426c12f294398823a167	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:31:57	America/New_York	9	ATTEMPT				Variables	jprintlnTest	1	2015-01-27 22:31:06	jprintlnTest	3	1	CORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC13			IS17Spring2015	4.08	1422397921	
224	All Data	bd331187f9ac9ad8edb30718e543b627	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	5	2015-01-27 22:32:09	America/New_York	12	ATTEMPT				Variables	jVariables5	1	2015-01-27 22:31:57	jVariables5	1	1	CORRECT								SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																										Single-KC		KC96			IS17Spring2015	51.5	1422397980	
225	All Data	2bc95ebb2ed0f4eacd14a7477629631e	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	9	2015-02-02 16:57:33	America/New_York	0	ATTEMPT				Loops_while	jWhile1	1	2015-02-02 16:57:33	jWhile1	1	1	CORRECT								ExpressionStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		WhileStatement																																																																																						Single-KC		KC73			IS17Spring2015	43.48	1422896296	
226	All Data	b79b2ef431f2d38b15fcb2519d57d9e2	Stu_2c492c2a62d3e7416a6fdaef6a1d1ae6	9	2015-02-02 17:01:34	America/New_York	241	ATTEMPT				Loops_while	jWhile2	1	2015-02-02 16:57:33	jWhile2	1	0	INCORRECT								EqualExpression		ExpressionStatement		IntDataType		PostDecrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		WhileStatement																																																																																						Single-KC		KC79			IS17Spring2015	18.69	1422896513	
